23327,"04, 29, 36"
5365,7
3702,"04, 21"
3167,"29, 35"
7465,"29, 35"
7054,"04, 26, 28, 31"
1257,"02, 29, 33"
23283,"25, 40"
2025,"01, 22, 29, 38"
235,"02, 04, 22, 24, 33"
1364,"02, 04, 22, 24, 33"
18689,"04, 28, 33, 37"
22043,"01, 02, 04, 09, 17, 33"
31988,"07, 21, 28"
20899,"01, 02, 07, 33, 39"
1453,"04, 07, 26, 35"
23623,"04, 28, 30, 35"
1559,"01, 04, 18, 28, 33"
1382,"02, 07, 19, 29, 33"
23289,"04, 26, 28"
18,"01, 03, 07, 30, 37"
4814,"04, 07, 26, 34"
16662,"07, 13, 26"
12031,"01, 13, 20, 30"
8129,"04, 15, 35"
14513,"01, 02, 09, 17, 33"
2581,"01, 07, 19, 20, 29, 36"
30015,"26, 28, 35"
6171,"01, 02, 18, 33, 38, 39"
1827,"01, 02, 09, 13"
25013,"01, 02, 04, 09, 26, 31"
1367,"02, 04, 22, 24, 33"
27833,"01, 22, 39"
26213,"04, 28, 35"
1974,"07, 31"
8425,"07, 13, 22, 26"
12069,"04, 07, 33, 37"
185,"01, 03, 07, 30, 37"
18679,"01, 04, 28, 38"
2034,"04, 26, 31"
437,"05, 07, 14, 25"
721,"04, 09, 17, 26"
12477,"29, 30"
4938,"01, 02, 07, 09, 17, 22, 26, 33, 39"
2402,"07, 37"
6702,"01, 02, 04, 09, 17, 33"
1566,"19, 20, 22, 24, 29, 30"
31741,"01, 02, 09, 17, 33"
440,"07, 09, 25, 31"
4107,"01, 04, 19"
1506,"02, 04, 22, 24, 33"
2759,"01, 19, 29"
72,"01, 04, 28"
3016,"01, 07, 20, 29, 36"
3783,"01, 07, 22, 39, 40"
3927,"01, 07, 19, 20, 29, 36"
11597,"04, 22, 39"
28025,"04, 22, 39"
24833,"01, 04, 28, 33"
29893,"09, 29, 33, 35"
27663,"26, 28, 33, 37"
1482,"01, 02, 04, 33"
3371,"01, 20, 29, 36"
25313,"01, 04, 13, 23, 27, 29, 33"
1430,"02, 04, 33"
33051,"01, 07, 19, 29, 36"
7720,"04, 37"
1914,"02, 04, 07, 09, 13, 26"
20371,"04, 07, 26, 34"
15039,"07, 35, 39"
2164,"02, 04, 07, 22, 29"
237,"02, 07, 19, 26, 29"
2449,"01, 19, 22, 24, 25, 29, 30"
10643,"01, 04, 23, 27"
17739,"04, 28, 35"
135,"04, 10, 33, 39"
6045,"26, 28, 31, 35"
16001,"04, 07, 26, 28, 35, 39"
6211,7
232,"02, 04, 07, 09, 17, 26, 28, 31"
4789,"07, 22, 26, 39"
16918,"04, 28, 33, 35"
16,"04, 07, 15, 26"
1486,"04, 07, 26, 31"
24997,"21, 28, 35"
32902,"09, 17"
8063,"04, 07, 26, 34"
25879,"04, 26, 35"
889,"01, 30"
21419,"01, 22, 24, 33"
2952,"01, 09, 38"
934,"14, 22, 25, 39, 40"
12189,"22, 28, 35"
731,"02, 07, 21, 29"
1530,"07, 26, 35, 39"
9656,"26, 28, 31, 35"
20507,"01, 02, 33, 39"
31149,"01, 09, 30, 39"
4918,"04, 07, 22, 25, 39"
14075,"01, 07, 09, 17, 22, 25, 33"
4772,"04, 33, 35"
781,"02, 04, 22, 24, 33"
1363,"02, 04, 22, 24, 33"
223,"02, 04, 09, 18, 33, 38"
2004,"04, 07, 35, 39"
25649,"04, 07, 26, 34"
153,"01, 02, 09, 17, 39"
5029,"01, 33, 37"
302,"02, 07, 29"
8740,"01, 02, 04, 09, 33, 38"
5682,"01, 07, 30, 40"
21647,"04, 26, 35"
16049,"01, 29, 38"
1065,"07, 26, 28, 33, 35, 37"
18179,"04, 07, 33, 37"
47,"01, 02, 14, 20, 29, 39"
4901,"01, 30"
23199,"01, 22, 39"
32122,"01, 04, 13, 23, 27, 33"
30415,"28, 35, 37"
851,"04, 33"
10049,"01, 06, 33, 39"
1943,"09, 14, 22, 25, 29, 40"
4053,"04, 28, 33, 37"
846,"04, 26, 28, 33"
9926,"04, 07, 26, 34"
31173,"07, 09, 26, 31"
4059,"07, 26, 28, 35"
589,"01, 02, 07, 33"
15059,"01, 03, 07, 30, 37"
7791,"04, 21, 28, 35"
17265,"01, 02, 09, 10, 17, 33"
20815,"04, 26, 34"
535,"02, 04, 06, 09, 17"
2563,"09, 29, 33, 35"
9963,"02, 04, 22, 24, 33"
32551,"01, 02, 04, 7"
2951,"01, 04, 13, 19, 23, 27, 29, 33"
2762,"02, 04, 26, 33"
14713,"04, 06, 09, 26, 31, 39"
14807,"07, 22, 30, 39"
81,"02, 07, 19, 20, 26, 29"
9204,"01, 02, 09, 16"
31098,"04, 06, 33, 39"
1023,"02, 07, 25, 29, 39"
33253,"01, 14, 22, 30, 39"
24921,"01, 29, 30"
1471,"01, 04, 22, 33"
27831,"01, 22, 39"
2924,"07, 22, 26"
4672,"01, 19, 24, 25, 29, 30"
2448,"01, 19, 29"
3907,"02, 26, 29, 33, 36"
186,"01, 03, 07, 30, 37"
10080,"04, 11, 26, 33, 39"
30885,"01, 02, 33"
21469,"04, 16, 29, 33"
9941,"01, 04, 22, 38"
14813,"04, 07, 26, 28"
6421,"02, 07, 09, 17, 20, 33"
21855,"04, 22, 39"
11739,"04, 07, 26, 28, 33, 35"
2159,"04, 37"
28297,"04, 26, 31"
29831,"04, 07, 35"
2154,"01, 02, 25, 39"
6505,"04, 26"
861,"04, 07, 22, 25, 39"
1689,"07, 26, 35"
34103,"01, 14, 22, 25"
3665,"07, 20, 29, 36"
9996,"13, 27, 30"
7711,9
77,"01, 04, 07, 17, 38"
401,"07, 13, 26, 27, 33"
32093,"04, 28, 35"
12113,"01, 02, 06, 07, 09, 14, 20, 30, 39"
7338,"01, 22, 29, 38"
32613,"01, 9"
3014,"01, 13, 20, 29, 36"
645,"10, 33"
11135,"07, 13, 26, 29, 34"
5781,"01, 04, 08, 09, 11, 19, 28"
13767,"04, 07, 26, 34"
5678,"04, 07, 9"
6774,"04, 07, 25, 30"
1089,"01, 19, 20, 21, 26, 29, 36"
25161,"02, 04, 09, 33"
995,"01, 04, 33, 37"
2752,"01, 04, 37"
15,"01, 04, 33, 37"
122,"04, 07, 21, 26, 31, 39"
29095,"07, 11, 25, 26"
1594,"14, 22, 25, 39"
3092,"04, 07, 26, 34"
10721,"04, 07, 22, 25"
16395,"04, 28, 33"
3588,"01, 02, 04, 09, 33, 39"
4106,"01, 04, 29"
387,"07, 09, 22, 25, 35"
16916,"04, 28, 33, 37"
1088,"01, 19, 20, 21, 26, 29, 36"
10620,"01, 22, 25, 33, 39, 40"
2143,"01, 02, 07, 09, 31"
6582,"04, 23, 30, 38"
2158,"01, 07, 20, 29, 36"
22319,"01, 07, 14, 22, 25, 30, 39"
11113,"15, 35"
6586,"16, 28, 31"
66,"04, 28, 35"
8142,"07, 35, 39"
6438,"02, 04, 22, 24, 33"
33032,"01, 02, 04, 09, 13, 27, 30"
227,"01, 04, 05, 19, 23, 29"
73,"01, 19, 20"
4898,"01, 04, 06, 09, 13, 33, 39"
19111,"21, 28, 35"
7222,"01, 19, 20, 21, 26, 29, 36"
22097,"01, 02, 09, 17, 33"
15689,"04, 26, 39"
957,"02, 04, 07, 09, 13, 26"
24,"04, 26, 28, 33"
33286,"01, 08, 09, 28, 33, 39, 41"
849,"04, 22, 23, 28, 29, 35"
2623,"07, 13"
268,"02, 04, 8"
29093,7
427,"04, 07, 09, 31"
4280,"01, 22, 39, 40"
18429,"01, 04, 22, 33"
17549,"04, 28, 30, 35"
26123,"04, 28, 33, 35"
28,"04, 33"
9513,"01, 04, 06, 28, 33, 39"
14353,"07, 10, 22, 25, 40"
8408,"01, 04, 39"
13331,"01, 02, 30"
4985,"01, 04, 07, 17, 38"
29803,"01, 02, 09, 10, 17, 39"
22,"01, 04, 28, 33, 37"
2618,"02, 07, 13, 22"
793,"04, 07, 22, 25, 39"
30279,"04, 28, 32, 35"
28755,"01, 04, 18, 33, 38"
10029,"13, 26, 28, 31"
2035,"07, 13, 26, 30, 35"
790,"22, 25, 29"
9289,"04, 07, 30, 35"
15809,"04, 06, 09, 26, 33"
27989,"07, 21, 28"
5630,"01, 04, 07, 22, 26, 29, 40"
2829,"02, 07, 13, 35"
30831,"02, 04, 09, 39"
416,"01, 02, 04, 07, 13, 20, 26"
85,"07, 19, 20, 29, 36"
30240,"04, 08, 26, 28, 30"
1254,"02, 09, 29, 33"
2605,"04, 23, 28"
4163,"04, 23, 26, 28"
3228,"04, 23, 28"
1485,"04, 07, 31"
6351,"07, 26, 28"
13119,"01, 07, 13, 15, 27, 39"
3782,"01, 22, 26, 39, 40"
3572,"01, 19, 20, 21, 26, 29, 36"
8310,"02, 04, 26, 33"
114,"04, 28, 33"
11813,"01, 04, 18, 28, 33"
658,"10, 25, 30, 40"
10012,"04, 23, 39"
32370,"01, 06, 33, 38"
22961,"26, 35"
22777,"01, 02, 04, 09, 18, 33, 38"
29787,"04, 35"
7062,"04, 28, 35"
11887,"04, 07, 26, 28, 35, 39"
9088,"01, 02, 07, 09, 31"
12815,"04, 15, 35"
12017,"01, 04, 22, 38"
6377,"04, 23, 28"
1470,"01, 04, 22, 33"
780,"02, 04, 22, 24, 33"
27633,"04, 26, 28"
2321,"01, 19, 29, 33, 38"
17273,"04, 13, 23"
429,"04, 07, 31"
18661,"04, 06, 09, 31, 39"
14349,"02, 04, 09, 17, 28"
1729,"07, 28, 32, 35"
31973,"01, 07, 19, 20, 29, 36"
17949,21
996,"02, 04, 07, 09, 17, 26, 31"
9465,"01, 09, 19, 20, 33"
14175,"04, 07, 35"
11239,"04, 28, 35"
967,"01, 07, 18, 29, 33"
1695,"07, 13, 31, 35"
339,"05, 07, 22, 25, 29, 39"
7724,"22, 39, 40, 41"
2753,"07, 13"
8516,"04, 26, 28, 38"
779,"02, 04, 22, 24, 33"
1366,"02, 04, 22, 24, 33"
19319,"01, 19, 29"
15195,"04, 13, 23"
187,"01, 03, 07, 30, 37"
30311,"04, 37"
597,"02, 07, 9"
400,"01, 02, 04, 29, 36"
18245,"07, 21, 26, 35"
10521,"04, 35"
28907,"01, 02, 09, 20"
31637,"01, 02, 09, 20"
1571,"04, 14, 22, 31, 39"
267,"01, 07, 29, 30, 38"
253,"04, 28, 35"
22673,"04, 37"
4080,"02, 04, 09, 26, 31"
27947,"01, 02, 04, 33"
12917,"02, 07, 09, 16"
3750,"28, 31, 32, 35"
569,"04, 20, 23, 29, 36"
6007,"09, 13, 26"
1253,"01, 02, 06, 09, 29, 33, 38"
15771,"04, 30, 35"
397,"01, 20, 26, 29, 36"
949,"01, 04, 07, 19, 20, 29, 33, 36"
11001,"01, 04, 20, 26"
17909,"04, 07, 09, 35"
21185,"26, 28, 33, 37"
9724,"01, 19, 20, 33"
6768,"01, 19, 20, 38"
4872,"04, 23, 28"
12413,"01, 02, 30"
2076,"22, 33"
31251,"01, 07, 19, 29, 36"
5485,"01, 19, 33, 38"
5005,"04, 23, 30, 38"
890,"02, 19, 29, 33"
269,"01, 04, 33, 38, 39"
14741,"04, 07, 26, 28, 35"
1472,"01, 04, 22, 33"
33028,"01, 14, 22, 25"
7304,"02, 22"
8609,"02, 04, 22, 24, 33"
6033,"01, 02, 04, 09, 18, 33, 38"
8479,"04, 13, 23"
254,"04, 35"
8525,"04, 11, 26, 33, 39"
19703,"01, 09, 39"
25517,"02, 04, 26, 33"
31764,"01, 02, 09, 20"
27775,"07, 26, 29"
21339,"01, 20, 24, 29"
2104,"04, 23, 26, 28"
24893,"01, 19, 29, 30, 36"
2150,"02, 04, 09, 16, 35"
12445,"14, 22, 26, 28, 33, 39"
543,"01, 07, 09, 14, 26, 29, 41"
23225,"04, 32, 35"
9252,"01, 09, 19, 20, 33"
12893,"04, 28, 33, 35"
1505,"02, 04, 22, 24, 33"
4447,"02, 04, 22, 24, 33"
317,"01, 09, 38"
22265,"04, 28, 35, 37"
13117,"01, 07, 13, 15, 27, 39"
9563,"04, 28, 35"
16904,"01, 38, 39"
97,"01, 02, 29"
20517,"04, 07, 26, 28, 35, 39"
2273,"01, 07, 19, 20, 29, 36"
1735,"01, 04, 18, 33, 38"
20159,"01, 02, 04, 09, 16"
12403,"04, 28, 32, 35"
7044,"04, 23, 28"
31646,"07, 10, 30, 35"
32998,"01, 07, 13"
30123,"07, 09, 26, 31"
31339,"01, 02, 04, 09, 13, 27, 30"
2890,"02, 9"
468,"19, 20, 24, 25, 29"
29755,"04, 07, 28, 33, 37"
25303,"33, 37"
24471,"04, 09, 39"
516,"04, 29, 33"
1425,"01, 02, 04, 33"
5310,"01, 19, 20, 21, 26, 29, 36"
93,"01, 07, 19, 20, 26, 29, 36"
8038,"04, 15, 21, 26"
322,"04, 07, 15, 26, 35"
6154,"02, 29, 33"
7588,"13, 27, 30"
10083,"14, 22, 39, 41"
1172,"02, 04, 06, 09, 17, 33"
31711,"04, 08, 11, 26, 28, 29, 33"
2265,"01, 19"
23249,"01, 07, 20, 29, 36"
202,"01, 02, 07, 09, 22, 29"
30370,"01, 04, 09, 31"
9919,"01, 06, 09, 33, 39"
1818,"01, 02, 06, 09, 33, 38, 39"
34036,"02, 04, 22, 24, 33"
10090,"19, 20, 22, 24, 29, 30"
17895,"04, 26, 30"
1824,"07, 13"
4192,"01, 04, 11, 23, 26"
10357,"04, 09, 30"
30745,21
19489,"02, 04, 09, 17, 28"
4472,"04, 23, 28, 35"
19613,"01, 03, 30, 37"
5530,"02, 09, 22, 33, 39"
6591,"13, 26"
10218,"01, 02, 06, 09, 20, 30, 39"
388,"03, 33, 37"
28999,"07, 28, 38"
1473,"01, 04, 22, 33"
1379,"02, 07, 9"
23293,"01, 02, 04, 07, 30"
1910,"02, 22"
33221,"01, 07, 19, 20, 29, 36"
18897,"04, 11, 26, 28, 33"
31592,"01, 02, 04, 09, 16"
31380,"04, 08, 11, 26, 28, 29, 33"
28677,"04, 11, 22, 26, 28, 33, 39"
7193,"07, 13, 25, 30, 40"
1961,"02, 04, 07, 9"
21405,"04, 26, 28, 35"
6024,"04, 16, 35"
2761,"07, 19, 29, 36"
1491,"02, 07, 29, 36"
106,"07, 26, 28, 31"
5835,"07, 26, 31"
3604,"04, 28, 35"
11237,"04, 28, 35"
2828,"02, 07, 13, 16, 35"
4087,"01, 2"
28881,"03, 30, 37"
21473,"01, 09, 30, 39"
582,"04, 18, 28, 33"
8311,"02, 09, 33, 39"
21995,"04, 07, 26, 28, 31, 35"
532,"07, 17, 26, 31"
552,"01, 02, 04, 09, 16"
13629,"07, 21, 26, 35"
7645,"01, 04, 09, 17, 28, 31, 35"
249,"01, 02, 04, 06, 09, 17, 26, 33, 39"
4886,"02, 04, 06, 09, 17, 26, 33, 39"
451,"02, 04, 06, 07, 09, 13, 26, 33, 39"
9734,"04, 21, 28, 35"
433,"07, 20, 26, 29"
6115,"01, 02, 04, 22, 33"
80,"01, 19, 20, 29, 36"
1092,"01, 02, 07, 19, 20, 29, 36"
20767,"01, 02, 33"
10119,"04, 28, 33, 35"
1921,"01, 02, 04, 07, 26, 29"
1562,"04, 31"
11111,"14, 22, 28, 39, 40"
32863,"01, 04, 28, 33"
11737,"01, 06, 09, 33, 39"
28249,"01, 02, 07, 09, 13, 33"
13535,"04, 23, 33, 39"
1520,7
28121,"01, 02, 04, 09, 26"
30191,"01, 22, 39"
10497,"04, 13, 23"
6862,"04, 21, 28, 35"
251,"02, 04, 06, 09, 31"
18153,"09, 35, 39"
875,"02, 04, 05, 25, 26"
795,"07, 28, 31, 32"
33994,4
18397,"01, 07, 09, 33, 38"
29830,"04, 07, 35"
16870,"01, 18, 26, 33, 38"
479,"02, 04, 07, 33, 39"
15197,"01, 19, 20"
32189,"01, 14, 22, 25"
31859,"01, 02, 07, 9"
15451,"01, 04, 06, 08, 11, 26, 28"
33446,"04, 26"
570,"07, 20, 24, 25, 26"
5680,"04, 21, 28, 35"
2175,"02, 07, 9"
1887,"04, 23, 28, 35"
90,"01, 07, 19, 20, 29, 36"
91,"01, 07, 19, 20, 29, 36"
2594,"02, 04, 07, 21, 28, 30"
210,"04, 09, 18, 35"
1007,"04, 18, 26, 33"
19775,"01, 19, 29, 30, 36"
534,"02, 04, 06, 09, 17"
9790,"04, 07, 08, 11, 26, 29, 33, 39"
2582,"01, 07, 19, 20, 29, 36"
407,"04, 07, 22, 24, 33"
6213,"01, 29, 38"
1000,"01, 02, 07, 29, 30, 36"
1375,"04, 13, 26, 28, 31, 35"
8514,"01, 09, 19, 20, 33"
951,"04, 31, 35"
12117,"02, 04, 22, 24, 33, 37"
2508,"04, 23, 35"
19115,"07, 13"
6904,"01, 14, 20, 30, 38, 39, 41"
22125,"04, 28, 33, 37"
4454,"01, 19, 20, 21, 29, 36"
32547,"04, 28, 30, 35"
15959,"01, 06, 33, 39"
16239,"01, 02, 04, 09, 33, 38"
31772,"01, 04, 23, 29, 30, 38, 39"
396,"01, 20, 26, 29, 36"
8407,"04, 08, 11, 26, 29, 33, 39"
20057,"04, 29, 36"
9074,"04, 26, 30"
7305,"02, 04, 22, 24, 33"
226,"01, 07, 14, 25, 26, 30, 39"
644,"04, 07, 15, 26, 35"
2405,7
15117,"04, 11, 26, 33, 39"
10460,"04, 07, 26, 28, 33, 35"
6050,"01, 02, 08, 17, 33, 39"
444,"07, 26, 28, 31, 32"
82,"02, 07, 19, 20, 29, 36"
15315,"04, 09, 39"
30347,"01, 02, 09, 33, 39"
31704,"01, 04, 23, 29, 30, 38, 39"
1699,"07, 09, 13, 26"
517,"04, 26, 28, 33"
29829,"04, 07, 35"
30868,"01, 14, 22, 30, 39"
22199,"01, 02, 9"
14941,"21, 29"
978,"01, 02, 14, 19, 25, 29, 33"
2994,"22, 24, 25, 39, 40"
14735,"02, 04, 22, 24, 33"
10350,"01, 06, 07, 09, 13, 15"
20431,"04, 09, 39"
15487,"04, 28, 33, 37"
1462,"07, 14, 25, 29"
13667,"01, 02, 18, 33, 38"
28927,"01, 07, 33, 39, 41"
398,"01, 20, 26, 29, 36"
20847,"04, 28, 33, 35"
2451,"01, 02, 29, 36"
8937,"01, 17, 29, 38"
12883,"04, 29, 35, 37"
30413,"04, 07, 33, 37"
30902,"04, 32, 35"
6347,"04, 26, 28, 38"
3841,"04, 35"
8086,"01, 02, 09, 17, 33"
9982,"04, 08, 09, 17, 33"
1888,"04, 28, 35"
33082,1
1096,"07, 19, 22, 24, 29"
14407,"01, 09, 30, 39"
1719,"01, 04, 07, 17, 30"
290,"01, 20, 26, 29, 36"
154,"01, 02, 04, 07, 33, 39"
11757,"01, 02, 09, 10, 26"
5074,"01, 04, 29"
31733,"06, 17, 26, 31"
1690,"07, 19, 25, 29"
4177,"01, 20, 29"
10092,"01, 19, 20, 33"
9785,"02, 04, 16, 22, 24, 33"
985,"02, 07, 09, 33"
18055,"01, 09, 31, 39"
6984,"04, 28, 35"
27991,"01, 38, 39"
21659,"01, 04, 28, 38"
3545,"04, 24, 35"
474,"07, 19, 20, 26, 29, 36"
1211,"01, 02, 19, 20, 26, 29, 36"
9510,"04, 28, 35"
5751,"04, 28, 33, 37"
3515,"01, 09, 33, 38"
13663,"04, 08, 11, 26, 28, 29, 33"
13851,"04, 08, 11, 26, 28, 29, 33"
6956,"04, 35"
9441,"31, 35"
233,"04, 29, 31"
2397,"02, 04, 16, 29"
345,"07, 13, 26, 30, 35"
71,"01, 04, 19, 20, 29"
